"init_date_list","AAPL Return","AXP Return","BA Return","CAT Return","CSCO Return","CVX Return","DIS Return","DOW Return","GS Return","HD Return","IBM Return","INTC Return","JNJ Return","JPM Return","KO Return","MCD Return","MMM Return","MRK Return","MSFT Return","NKE Return","PFE Return","PG Return","TRV Return","UNH Return","UTX Return","V Return","VZ Return","WBA Return","WMT Return","XOM Return"
"1/10/2007",0.0478554243135534,-0.000674930182273492,0.0144312362125052,-0.00494898550902512,0.00737599249177068,-0.0172733190516575,0.00116108874989518,NA,0.0197468266000751,0.0116986930668745,-0.0117916189309404,0.0232998154028465,-0.00166040367180487,0.00732952037371648,0.00144054436955066,0.0107332171941197,0.00218897012851005,0.00546921573735393,-0.0100135631313201,0,0.00114632694595462,0.0119723126235676,-0.00655181458341991,0.00284761652320698,0.00352181378414773,NA,-0.00568136009507902,-0.00762051803466424,-0.00232134912831894,-0.0152587516250542
"1/10/2008",-0.0076921710886183,-0.00325972514216366,0.0256536159183964,0.0026773779460556,0,-0.00723756028994449,0.016910084437866,NA,0.0269098924487678,0.0222406558949708,0.0163767838051152,-0.00923096368084941,0.0016227009949259,0.02657721323633,0.00444329683684219,0.0121799833614651,0.0002492389160067,-0.000495680340123372,-0.00319346318040092,0.00919783596991897,0.00668909631825265,-0.000827006701438204,0.00860534797936841,-0.00177962280747446,0.0059753106746594,NA,0.0230753634810452,0.0228142866356995,0.0319828327498752,0.00109236691605141
"1/10/2011",0.0188325415363251,0.00225431291787248,-0.00418022051386069,-0.00362774214284645,-0.00858344918120879,-0.00855381671865618,0.0012675755818532,NA,-0.00544834425110674,0.000290694505118427,-0.00196014490132501,0.00145231808804458,-0.0070283030124576,-0.00549963479427984,0.00222508191064574,-0.0108917642193561,0.0106691497911808,-0.0040162154460367,-0.0132867827368389,0.00766219486725861,-0.00436217149078899,-0.00217035219855,0.00975065356238281,0,-0.00784014517156384,-0.0157620902728698,-0.000278377608669556,0.0217061823451083,-0.00647178855971131,-0.00608567722869802
"1/10/2012",0.00358052275382947,0.00578626110119385,0.00630599845002999,0.0294541485971878,-0.00737989355517565,-0.00392722951130886,-0.00301877703592901,NA,0.038441073594929,0.0069393396870665,-0.00154207702224096,0.0047114598628013,0.00415816275227887,0.0212465515991505,0.00594782401621519,0.000602261111520841,0.00512623653281086,0.00338606646690276,0.00360520083943427,0.0012200188952165,0.00549959007604417,-0.00465181378895108,0.00686891462259842,-0.00189718543709594,0.0260457616036642,-0.00100105801088268,0.00521255521456321,0.0268657783948332,-0.00236541400305967,0.00257327869654622
"1/10/2013",0.012395988475254,0.00879553949519329,0.00429954137953747,0.00677667695988604,0.00689661102197103,0.00849000648453191,0.000196994493100622,NA,0.0227069534300153,0.00712368965873145,0.00291155572369117,0.0163168263941487,0.0064131718053797,0.0149547427356858,-0.00189014819495692,0.00649742638425965,0.00497855501696587,0.00446105413567643,-0.00898874703007824,0.00190643949465708,0.0109557069162889,0.00566201711041581,0.00689768749028485,0.0141302280716333,0.00496760886859926,-0.00791150968643761,0.0137206719279686,0.00312096086506219,-0.00306263986654831,0.0108916096856013
"1/10/2014",-0.00667271771111166,-0.00371235636403366,-0.00161830628977577,0.00891749433231448,0.00588501819183684,-0.0184928027544207,0.00654210091125162,NA,0.00558066430349746,0.00539412489475755,-0.000640513483298855,0.00869214243112015,0.000105397062296397,-0.00459477926119323,0.0100678796891409,0.00356176132699537,-0.00197878405477869,0.00726980272838684,0.0143541096362256,-0.00220525262908955,-0.00775939870036679,-0.00149185753044212,-0.00216710373464102,-0.018138997869273,0.00105522552065707,-0.00351477560456737,0.00526314938396966,-0.0127577926086605,-0.000639795150297773,0.00761835761785346
"1/10/2017",0.00100856332691834,0.0104140932280008,0.00473724519665653,0.0158059562197022,0.0066269263232599,-0.00759649534357343,0.000184537137079666,NA,-0.0013174107971814,0.0133274582544007,-0.0127050677888584,-0.00191215641135212,-0.00103211652700808,0.0029007698985537,-0.00677628378516137,-0.00149469223471754,-0.00389247401406045,-0.0193126886752796,-0.000319344554003731,-0.0050579031624074,-0.000896564091008578,-0.0107820605344303,-0.00119340637668741,-0.00228420709545696,-0.00215241672474487,-0.00538209444667037,0.00151850673078835,0.00145351808572336,-0.00698565785017391,-0.0127527920902945
"1/10/2018",-0.000229399320315182,0.00696404586440602,0.00574698240897553,-0.00336464684455284,0.00554303869015094,0.00641445843238153,-0.00427505619746404,NA,0.00153570756416865,-0.006732176351122,0.00213626187301963,-0.0256761719284899,-0.00117921656301456,0.0110040375236484,-0.00346095356003928,-0.000172810921367672,-0.000580306932256747,0.00880288082595415,-0.00453416788315908,0.00202852970797318,0.0016479548975441,-0.00637025531805169,-0.00271771499467788,-0.00743757016569135,0.00469201083795823,-0.00109134628268226,0.00155009543296347,0.00898917587461145,-0.00717210860671091,-0.00795237519793113
"1/10/2019",0.00319632784962853,-0.00576754370375765,0.0255359587388724,0.0206493244612238,-0.00184657603438199,0.00158913315660647,0.00115383514505685,NA,-0.00266340173725865,-0.00372774102828055,0.00911427828079425,0.0114560857847859,0.00604996819639503,-9.96769590041469e-05,0.0107364560257666,0.00698882997402039,0.00676026369485938,-0.0123326706334349,-0.00642547769084523,-0.00221963694966798,-0.0237655283889541,0.00241894474039395,0.0133972907811166,0.0050484398797852,0.00997069120563032,0.00187834063099701,0.00964059856241195,0.00346105642361838,0.000737695626040535,-0.00510904608836327
"1/10/2020",0.00226061236541653,-0.00414681815022633,-0.0190877986715674,-0.00801030071034703,-0.00401518360365372,-0.00910562173392515,-0.00145002414624018,-0.0132209143341897,-0.00201981786246896,-0.00430744511494063,-0.000365541846236495,-0.00607090118903952,-0.00226977090861125,-0.00996788206449994,0.00343329994524311,-0.00518353420649464,-0.00402861581667935,0.00167825059626225,-0.00462704663554259,-0.00571537968086822,0.0154280703832943,0.000968905207269444,-0.0153321063279118,0.00309289555371106,-0.0116497704215569,0.00269086179588474,0.0023789573296169,-0.00841255221594628,-0.0083504708845128,-0.0088876567031615
