Date,Open,High,Low,Close,Adj Close,Volume
1/3/2007,97.18,98.400002,96.260002,97.269997,66.10009,9196800
1/4/2007,97.25,98.790001,96.879997,98.309998,66.806862,10524500
1/5/2007,97.599998,97.949997,96.910004,97.419998,66.202042,7221300
1/8/2007,98.5,99.5,98.349998,98.900002,67.207794,10340000
1/9/2007,99.080002,100.330002,99.07,100.07,68.002876,11108200
1/10/2007,98.5,99.050003,97.93,98.889999,67.201012,8744800
1/11/2007,99,99.900002,98.5,98.650002,67.037933,8000700
1/12/2007,98.989998,99.690002,98.5,99.339996,67.506798,6636500
1/16/2007,99.400002,100.839996,99.300003,100.82,68.512543,9602200
1/17/2007,100.690002,100.900002,99.900002,100.019997,67.968903,8200700
1/18/2007,99.800003,99.949997,98.910004,99.449997,67.581535,14636100
1/19/2007,95,96.849998,94.550003,96.169998,65.352623,26035800
1/22/2007,96.419998,97.230003,96.120003,97.110001,65.991379,13539300
1/23/2007,96.910004,97.379997,96.199997,97.080002,65.971001,10337400
1/24/2007,97.080002,97.580002,96.580002,97.400002,66.188454,5700000
1/25/2007,97.220001,97.919998,97.220001,97.510002,66.263199,6201300
1/26/2007,97.519997,97.830002,96.839996,97.449997,66.22242,5771100
1/29/2007,97.699997,98.660004,97.449997,98.540001,66.963165,7294800
1/30/2007,98.57,99.449997,98.5,99.370003,67.527176,7177900
1/31/2007,98.800003,99.480003,98.349998,99.150002,67.377693,6432600
2/1/2007,98.970001,99.18,97.959999,99,67.275734,6610700
2/2/2007,99.099998,99.730003,98.879997,99.169998,67.391243,6656300
2/5/2007,99.169998,100.440002,98.900002,100.379997,68.213531,8184800
2/6/2007,100,100.400002,99.540001,99.849998,67.853378,6532800
2/7/2007,99.800003,100.360001,99.120003,99.540001,67.846573,7698200
2/8/2007,98.900002,99.739998,98.650002,99.620003,67.901093,6152200
2/9/2007,99.519997,99.699997,97.809998,98.550003,67.171799,6100400
2/12/2007,98.800003,99.199997,98.220001,98.580002,67.192207,5331000
2/13/2007,98.599998,98.739998,97.800003,98.290001,66.994553,5702800
2/14/2007,98.5,99.43,98.25,99.199997,67.614799,5644800
2/15/2007,99.059998,99.519997,98.480003,98.919998,67.423965,5568600
2/16/2007,99.120003,99.25,98.629997,98.989998,67.471657,4800700
2/20/2007,98.660004,99.459999,98.550003,99.349998,67.717049,4124200
2/21/2007,98.900002,99.370003,98.699997,99.089996,67.539848,4302400
2/22/2007,98.800003,99.5,97.769997,98.5,67.13768,5900100
2/23/2007,98.400002,98.440002,97.410004,97.730003,66.612839,6355800
2/26/2007,97.860001,97.860001,96.459999,96.910004,66.053932,5922100
2/27/2007,96,96.010002,92.879997,93.959999,64.043213,11996700
2/28/2007,93.709999,94.089996,92.470001,92.940002,63.347996,12191600
3/1/2007,90.25,93.050003,88.769997,92.269997,62.891315,12865700
3/2/2007,92,92.370003,90.839996,90.900002,61.957504,9451300
3/5/2007,90.25,92.150002,90.099998,91.809998,62.577774,10314900
3/6/2007,92.400002,93.889999,92.260002,93.800003,63.934162,9184200
3/7/2007,93.970001,94.849998,93.620003,93.940002,64.029572,10269100
3/8/2007,94.5,94.82,92.519997,93,63.388893,7403900
3/9/2007,93.480003,94,92.82,93.279999,63.579716,6333000
3/12/2007,93.290001,94.169998,92.970001,94.110001,64.145454,5531300
3/13/2007,93.860001,94.470001,92.620003,92.709999,63.191227,7539100
3/14/2007,92.650002,94.029999,92.099998,93.760002,63.90691,8713900
3/15/2007,93.400002,93.970001,93.099998,93.449997,63.695606,5910000
3/16/2007,94.449997,94.449997,93.019997,93.25,63.55928,8728700
3/19/2007,93.949997,94.32,93.389999,93.989998,64.063644,4568100
3/20/2007,94,94.529999,93.550003,94.5,64.41127,4560000
3/21/2007,94.5,95.809998,93.830002,95.360001,64.997452,7665600
3/22/2007,95.099998,95.440002,94.650002,95.190002,64.881569,5700400
3/23/2007,94.82,95.220001,94.650002,95.029999,64.772522,4412500
3/26/2007,95,95.25,94.32,95,64.752075,6729400
3/27/2007,94.709999,95.029999,94.199997,94.730003,64.568069,4695800
3/28/2007,93.900002,95.019997,93.800003,94.260002,64.247696,8128000
3/29/2007,94.660004,95.110001,93.959999,94.57,64.458992,6851500
3/30/2007,94.239998,94.75,93.57,94.260002,64.247696,7638100
4/2/2007,94.510002,95.5,94.059998,95.209999,64.895233,5883700
4/3/2007,95.449997,96.230003,95.330002,96.099998,65.501831,5730800
4/4/2007,95.800003,96.449997,95.57,96.209999,65.576805,4276200
4/5/2007,95.980003,96.75,95.75,96.519997,65.788101,3307100
4/9/2007,96.43,96.940002,96.120003,96.620003,65.856285,4850600
4/10/2007,96.400002,96.800003,96.160004,96.459999,65.7472,3596400
4/11/2007,96.510002,96.699997,94.949997,95.160004,64.86116,5936900
4/12/2007,95.029999,95.82,94.529999,95.669998,65.20874,7085300
4/13/2007,95.75,95.75,94.589996,94.93,64.704369,6027800
4/16/2007,94.989998,96.300003,94.720001,96.18,65.556351,6865100
4/17/2007,96.300003,97.660004,96.019997,97.120003,66.19706,10264000
4/18/2007,94.800003,95.910004,94.400002,94.800003,64.615746,15871700
4/19/2007,94.5,94.870003,94,94.290001,64.268135,9445600
4/20/2007,95.019997,95.150002,93.910004,94.580002,64.465813,9340300
4/23/2007,95.160004,95.730003,95.050003,95.209999,64.895233,7247400
4/24/2007,97.230003,99.900002,97.230003,98.489998,67.130875,21450700
4/25/2007,98.739998,101.699997,98.730003,101.459999,69.155228,14827300
4/26/2007,101,101.5,100.209999,100.900002,68.773537,8608500
4/27/2007,100.300003,101.169998,100.059998,101.169998,68.957581,6141400
4/30/2007,101.110001,103,100.970001,102.209999,69.666405,10050400
5/1/2007,102.059998,103.169998,102.050003,103.169998,70.32077,8670100
5/2/2007,102.800003,103.139999,102.129997,102.220001,69.673248,6820300
5/3/2007,101.75,103,101.349998,102.800003,70.068542,7302200
5/4/2007,102.75,103.029999,102.25,102.959999,70.177635,5464800
5/7/2007,102.760002,103.169998,102.400002,103.160004,70.313972,5620100
5/8/2007,102.419998,103.389999,102.209999,103.290001,70.676575,5965000
5/9/2007,103.93,104.75,103.699997,104.379997,71.42244,8408100
5/10/2007,103.82,105.110001,103.709999,104.68,71.627701,8959800
5/11/2007,104.690002,105.989998,104.669998,105.980003,72.517235,6026100
5/14/2007,105.809998,106.25,104.790001,105.57,72.236725,5732600
5/15/2007,105.400002,105.800003,104.699997,104.830002,71.730354,6104200
5/16/2007,105.099998,105.889999,104.529999,105.870003,72.441986,5613500
5/17/2007,105.610001,106.230003,104.730003,105.309998,72.058792,7706400
5/18/2007,105.839996,108.050003,105.599998,107.989998,73.892586,9857500
5/21/2007,107.669998,108,106.870003,107.040001,73.242569,7512200
5/22/2007,106.949997,107.25,106.010002,106.699997,73.009888,5313300
5/23/2007,106.800003,107,105.25,105.580002,72.243568,4396900
5/24/2007,105.449997,105.980003,103.57,103.949997,71.128212,6926300
